v_reposo,Tiempo de despolarización,Tiempo de repolarización,Tiempo de hiperpolarización
-1.0,1.9601960196019603,14.941494149414943,19.081908190819085
-0.9591836734693877,5.090509050905091,11.77117711771177,19.211921192119217
-0.9183673469387755,4.910491049104911,11.781178117811782,19.24192419241924
-0.8775510204081632,5.200520052005201,11.37113711371137,19.311931193119314
-0.8367346938775511,5.150515051505151,11.47114711471147,19.471947194719476
-0.7959183673469388,5.2505250525052505,11.331133113311333,19.57195719571957
-0.7551020408163265,5.320532053205321,11.211121112111211,19.691969196919697
-0.7142857142857143,5.020502050205021,11.44114411441144,19.791979197919794
-0.6734693877551021,5.190519051905191,11.23112311231123,19.881988198819887
-0.6326530612244898,5.2205220522052205,11.111111111111112,19.94199419941994
-0.5918367346938775,5.390539053905391,10.9010901090109,20.022002200220022
-0.5510204081632654,5.440544054405441,10.84108410841084,20.132013201320134
-0.5102040816326531,5.130513051305131,10.971097109710973,20.172017201720173
-0.4693877551020409,5.380538053805381,10.661066106610662,20.212021202120212
-0.4285714285714286,5.3705370537053705,10.671067106710673,20.312031203120313
-0.3877551020408164,5.510551055105511,10.471047104710472,20.362036203620363
-0.34693877551020413,5.490549054905491,10.521052105210522,20.462046204620464
-0.30612244897959184,5.56055605560556,10.371037103710371,20.482048204820483
-0.26530612244897966,5.600560056005601,10.281028102810282,20.522052205220522
-0.22448979591836737,5.7305730573057305,10.161016101610162,20.552055205520553
-0.1836734693877552,5.870587058705871,10.1010101010101,20.59205920592059
-0.1428571428571429,6.080608060806081,9.76097609760976,20.542054205420545
-0.10204081632653073,6.480648064806481,9.420942094209423,20.482048204820483
-0.061224489795918435,6.9906990699069915,9.010901090109012,20.412041204120413
-0.020408163265306145,7.350735073507352,8.670867086708672,20.31203120312031
0.020408163265306145,3.3003300330033003,8.390839083908393,20.26202620262026
0.06122448979591821,3.3603360336033603,8.210821082108211,20.262026202620262
0.1020408163265305,3.4503450345034503,7.9807980798079825,20.27202720272027
0.1428571428571428,3.5603560356035606,7.7407740774077425,20.27202720272027
0.18367346938775508,3.6603660366036594,7.540754075407541,20.302030203020305
0.22448979591836715,3.760376037603761,7.28072807280728,20.292029202920293
0.26530612244897944,3.9003900390039012,6.9906990699069915,20.29202920292029
0.30612244897959173,4.060406040604061,6.8006800680068,20.342034203420344
0.346938775510204,4.2004200420042,6.510651065106513,20.322032203220324
0.3877551020408163,4.4004400440044,6.1506150615061514,20.312031203120313
0.4285714285714284,4.600460046004601,5.880588058805882,20.322032203220324
0.46938775510204067,4.820482048204821,5.430543054305431,20.262026202620266
0.510204081632653,5.040504050405041,5.100510051005099,20.222022202220227
0.5510204081632653,5.350535053505352,4.730473047304731,20.212021202120212
0.5918367346938773,5.600560056005601,4.180418041804181,20.052005200520053
0.6326530612244896,5.810581058105811,3.820382038203819,19.981998199819984
0.6734693877551019,6.090609060906091,3.2703270327032694,19.811981198119813
0.7142857142857142,6.32063206320632,2.6902690269026923,19.571957195719573
0.7551020408163265,6.520652065206519,2.2602260226022626,19.38193819381938
0.7959183673469385,6.060606060606062,1.9201920192019184,18.921892189218926
0.8367346938775508,5.660566056605662,2.4302430243024293,18.88188818881888
0.8775510204081631,0.0,0.8600860086008602,8.990899089908991
0.9183673469387754,0.0,0.8600860086008602,9.460946094609461
0.9591836734693877,0.0,0.8500850085008501,9.810981098109812
1.0,0.0,0.8500850085008501,10.361036103610362
