a,Tiempo de despolarización,Tiempo de repolarización,Tiempo de hiperpolarización
-1.0,5.8205820582058205,13.511351135113513,15.751575157515749
-0.9591836734693877,5.7305730573057305,13.421342134213422,15.091509150915094
-0.9183673469387755,5.840584058405841,13.24132413241324,14.451445144514455
-0.8775510204081632,5.950595059505951,13.011301130113011,13.831383138313832
-0.8367346938775511,5.870587058705871,12.931293129312932,13.22132213221322
-0.7959183673469388,5.8805880588058805,12.871287128712872,12.651265126512651
-0.7551020408163265,5.8505850585058505,12.841284128412845,12.081208120812079
-0.7142857142857143,5.8505850585058505,12.761276127612764,11.51115111511151
-0.6734693877551021,5.9105910591059105,12.661266126612663,10.99109910991099
-0.6326530612244898,5.890589058905891,12.601260126012601,10.421042104210422
-0.5918367346938775,5.930593059305931,12.481248124812481,9.880988098809883
-0.5510204081632654,5.8505850585058505,12.521252125212524,9.36093609360936
-0.5102040816326531,6.010601060106011,12.3012301230123,8.810881088108811
-0.4693877551020409,6.020602060206021,12.291229122912291,8.310831083108312
-0.4285714285714286,5.8505850585058505,12.311231123112314,7.740774077407739
-0.3877551020408164,5.900590059005901,12.261226122612264,7.2407240724072395
-0.34693877551020413,5.960596059605961,12.321232123212322,6.800680068006798
-0.30612244897959184,5.9705970597059705,12.081208120812082,6.1506150615061514
-0.26530612244897966,5.900590059005901,12.271227122712272,5.750575057505753
-0.22448979591836737,5.9705970597059705,11.741174117411742,5.110511051105114
-0.1836734693877552,5.840584058405841,12.271227122712272,4.760476047604758
-0.1428571428571429,5.7905790579057905,12.341234123412342,4.27042704270427
-0.10204081632653073,5.780578057805781,12.341234123412342,3.7603760376037627
-0.061224489795918435,5.800580058005801,12.301230123012301,3.2503250325032518
-0.020408163265306145,5.8505850585058505,12.301230123012303,2.740274027402741
0.020408163265306145,5.930593059305931,12.221222122212222,2.16021602160216
0.06122448979591821,5.810581058105811,12.441244124412442,1.6101610161016104
0.1020408163265305,5.870587058705871,12.591259125912591,0.9200920092009213
0.1428571428571428,5.9705970597059705,94.02940294029403,0.0
0.18367346938775508,5.980598059805981,94.01940194019402,0.0
0.22448979591836715,6.0606060606060606,93.93939393939394,0.0
0.26530612244897944,6.160616061606161,93.83938393839384,0.0
0.30612244897959173,6.110611061106111,93.88938893889389,0.0
0.346938775510204,6.070607060706071,93.92939293929393,0.0
0.3877551020408163,6.080608060806081,93.91939193919391,0.0
0.4285714285714284,6.110611061106111,93.88938893889389,0.0
0.46938775510204067,6.080608060806081,93.91939193919391,0.0
0.510204081632653,6.0906090609060906,93.90939093909391,0.0
0.5510204081632653,6.050605060506051,93.94939493949394,0.0
0.5918367346938773,6.130613061306131,93.86938693869386,0.0
0.6326530612244896,6.210621062106211,93.78937893789379,0.0
0.6734693877551019,5.890589058905891,94.10941094109411,0.0
0.7142857142857142,6.140614061406141,93.85938593859386,0.0
0.7551020408163265,6.070607060706071,93.92939293929393,0.0
0.7959183673469385,6.210621062106211,93.78937893789379,0.0
0.8367346938775508,6.140614061406141,93.85938593859386,0.0
0.8775510204081631,6.080608060806081,93.91939193919391,0.0
0.9183673469387754,6.070607060706071,93.92939293929393,0.0
0.9591836734693877,6.130613061306131,93.86938693869386,0.0
1.0,5.900590059005901,94.0994099409941,0.0
