epsilon,Tiempo de despolarización,Tiempo de repolarización,Tiempo de hiperpolarización
0.01,3.9003900390038995,20.692069206920692,70.41704170417042
0.013877551020408163,3.8603860386038598,15.931593159315932,75.24752475247524
0.017755102040816328,3.7203720372037195,13.701370137013704,63.88638863886389
0.021632653061224492,3.6903690369036903,12.361236123612363,54.66546654665467
0.025510204081632654,3.6303630363036303,11.511151115111513,48.104810481048105
0.029387755102040815,3.64036403640364,10.841084108410842,43.204320432043204
0.03326530612244898,3.6003600360035994,10.351035103510352,39.31393139313931
0.037142857142857144,3.5403540354035394,9.97099709970997,36.153615361536154
0.041020408163265305,3.5303530353035297,9.74097409740974,33.65336533653365
0.04489795918367347,3.5103510351035103,9.560956095609562,31.513151315131516
0.048775510204081635,3.4503450345034503,9.3009300930093,29.512951295129515
0.052653061224489796,3.430343034303431,9.160916091609161,27.902790279027904
0.056530612244897964,3.4003400340034,9.120912091209123,26.51265126512651
0.060408163265306125,3.3303330333033303,8.94089408940894,25.142514251425144
0.06428571428571428,3.3503350335033497,8.880888088808883,24.042404240424045
0.06816326530612245,3.3303330333033303,8.65086508650865,22.902290229022906
0.07204081632653062,3.310331033103311,8.640864086408639,21.992199219921993
0.07591836734693877,3.2903290329032897,8.54085408540854,21.102110211021103
0.07979591836734694,3.2903290329032897,8.500850085008501,20.32203220322032
0.08367346938775509,3.250325032503251,8.450845084508451,19.581958195819585
0.08755102040816326,3.2403240324032394,8.420842084208424,18.901890189018903
0.09142857142857143,3.2403240324032394,8.300830083008304,18.251825182518253
0.09530612244897958,3.2103210321032103,8.330833083308333,17.681768176817684
0.09918367346938775,3.190319031903191,8.250825082508252,17.111711171117115
0.10306122448979592,3.190319031903191,8.07080708070807,16.561656165616565
0.10693877551020407,3.1703170317031697,8.030803080308033,16.07160716071607
0.11081632653061224,3.16031603160316,8.05080508050805,15.631563156315632
0.11469387755102041,3.1503150315031503,8.070807080708072,15.201520152015203
0.11857142857142856,3.130313031303131,8.140814081408141,14.811481148114812
0.12244897959183673,3.1503150315031503,7.920792079207921,14.391439143914393
0.1263265306122449,3.1203120312031194,7.960796079607963,14.03140314031403
0.13020408163265307,3.130313031303131,7.840784078407841,13.68136813681368
0.13408163265306122,3.0903090309030903,8.000800080008,13.361336133613364
0.1379591836734694,3.0803080308030806,7.75077507750775,13.021302130213023
0.14183673469387756,3.0803080308030806,7.770777077707772,12.72127212721272
0.1457142857142857,3.0903090309030903,7.87078707870787,12.431243124312433
0.1495918367346939,3.0603060306030594,7.7407740774077425,12.15121512151215
0.15346938775510205,3.0503050305030497,7.540754075407541,11.881188118811881
0.1573469387755102,3.0503050305030497,7.540754075407541,11.641164116411641
0.16122448979591839,3.0303030303030303,7.740774077407741,11.381138113811383
0.16510204081632654,3.0303030303030303,7.69076907690769,11.141114111411143
0.1689795918367347,3.0203020302030206,7.660766076607661,10.921092109210923
0.17285714285714288,3.0203020302030206,7.620762076207621,10.7010701070107
0.17673469387755103,3.0203020302030206,7.590759075907592,10.481048104810482
0.18061224489795918,3.0003000300030003,7.590759075907591,10.281028102810282
0.18448979591836737,3.0003000300030003,7.570757075707571,10.091009100910092
0.18836734693877552,2.9902990299029906,7.520752075207521,9.900990099009901
0.19224489795918367,2.9902990299029906,7.49074907490749,9.720972097209723
0.19612244897959186,2.98029802980298,7.490749074907491,9.540954095409543
0.2,2.98029802980298,7.470747074707472,9.38093809380938
