c2,Tiempo de despolarización,Tiempo de repolarización,Tiempo de hiperpolarización
0.1,3.970397039703971,90.72907290729073,0.0
0.13877551020408163,3.58035803580358,91.18911891189119,0.0
0.17755102040816328,3.76037603760376,20.412041204120413,70.35703570357036
0.2163265306122449,3.5903590359035906,15.14151415141514,75.63756375637564
0.25510204081632654,3.6003600360036003,12.73127312731273,77.91779177917792
0.29387755102040813,3.4803480348034803,11.521152115211523,79.12791279127913
0.3326530612244898,3.550355035503551,10.491049104910491,80.04800480048004
0.37142857142857144,3.5303530353035297,9.880988098809881,80.6980698069807
0.4102040816326531,3.43034303430343,9.37093709370937,81.13811381138115
0.44897959183673475,3.420342034203421,8.920892089208921,81.57815781578158
0.4877551020408163,3.420342034203421,8.590859085908592,81.83818381838184
0.5265306122448979,3.3903390339033894,8.350835083508352,82.15821582158216
0.5653061224489796,3.3503350335033506,8.04080408040804,82.42824282428242
0.6040816326530613,3.3203320332033206,7.88078807880788,82.5982598259826
0.6428571428571428,3.3203320332033197,7.69076907690769,82.6982698269827
0.6816326530612244,3.3203320332033206,7.57075707570757,82.95829582958297
0.7204081632653061,3.2903290329032906,7.4807480748074795,82.88828882888289
0.7591836734693878,3.250325032503251,7.2407240724072395,83.12831283128313
0.7979591836734694,3.250325032503251,7.2307230723072315,83.2083208320832
0.836734693877551,3.2303230323032306,7.030703070307032,83.37833783378338
0.8755102040816326,3.22032203220322,7.000700070007003,83.3983398339834
0.9142857142857143,3.2003200320031997,6.890689068906893,83.4983498349835
0.9530612244897959,3.2003200320031997,6.8106810681068115,83.57835783578358
0.9918367346938776,3.180318031803181,6.670667066706672,83.7083708370837
1.0306122448979593,3.1803180318031803,6.770677067706771,83.62836283628363
1.0693877551020408,3.1503150315031494,6.510651065106513,83.87838783878388
1.1081632653061226,3.1503150315031503,6.530653065306533,83.82838283828383
1.146938775510204,3.1503150315031503,6.450645064506453,83.94839483948394
1.1857142857142857,3.1203120312031194,6.240624062406242,84.08840884088409
1.2244897959183674,3.1103110311031106,6.31063106310631,84.05840584058406
1.263265306122449,3.120312031203121,6.160616061606161,84.21842184218421
1.3020408163265307,3.1003100310031,6.2106210621062115,84.13841384138414
1.3408163265306123,3.1003100310031,6.050605060506051,84.35843584358436
1.379591836734694,3.090309030903091,6.120612061206121,84.24842484248424
1.4183673469387756,3.090309030903091,5.91059105910591,84.52845284528453
1.4571428571428573,3.07030703070307,6.010601060106012,84.38843884388439
1.495918367346939,3.0503050305030506,5.990599059905991,84.42844284428443
1.5346938775510206,3.0503050305030506,5.790579057905791,84.61846184618462
1.573469387755102,3.000300030003001,5.89058905890589,84.48844884488449
1.6122448979591837,3.010301030103011,5.680568056805681,84.68846884688469
1.6510204081632653,3.0203020302030197,5.740574057405741,84.65846584658466
1.689795918367347,2.9902990299029906,5.620562056205621,84.78847884788479
1.7285714285714286,3.0003000300030003,5.670567056705671,84.74847484748474
1.7673469387755103,2.98029802980298,5.610561056105611,84.77847784778479
1.806122448979592,2.9702970297029694,5.500550055005501,84.88848884888489
1.8448979591836736,2.9602960296029597,5.490549054905491,84.8984898489849
1.8836734693877553,2.9402940294029403,5.430543054305431,84.96849684968497
1.922448979591837,2.9302930293029306,5.370537053705371,85.04850485048505
1.9612244897959186,2.920292029202921,5.24052405240524,85.17851785178517
2.0,2.910291029102911,5.13051305130513,85.2985298529853
