I_max,Tiempo de despolarización,Tiempo de repolarización,Tiempo de hiperpolarización
0.0,0.0,100.0,0.0
0.02040816326530612,5.960596059605961,5.240524052405242,11.42114211421142
0.04081632653061224,6.89068906890689,4.660466046604661,12.111211121112113
0.061224489795918366,8.42084208420842,3.85038503850385,13.631363136313631
0.08163265306122448,8.930893089308931,4.000400040004003,15.74157415741574
0.1020408163265306,8.25082508250825,4.320432043204322,16.76167616761676
0.12244897959183673,7.150715071507151,5.040504050405039,17.23172317231723
0.14285714285714285,6.480648064806481,5.5805580558055805,17.621762176217622
0.16326530612244897,6.04060406040604,6.120612061206122,18.001800180018
0.18367346938775508,5.640564056405641,6.27062706270627,18.171817181718176
0.2040816326530612,5.3105310531053105,6.850685068506852,18.46184618461846
0.22448979591836732,5.04050405040504,6.770677067706771,18.57185718571857
0.24489795918367346,4.79047904790479,6.940694069406943,18.731873187318733
0.26530612244897955,4.580458045804581,7.270727072707272,18.941894189418942
0.2857142857142857,4.400440044004401,7.34073407340734,19.061906190619066
0.3061224489795918,4.24042404240424,7.490749074907493,19.2019201920192
0.32653061224489793,4.100410041004101,7.6807680768076825,19.361936193619364
0.3469387755102041,3.970397039703971,7.82078207820782,19.5019501950195
0.36734693877551017,3.8703870387038704,7.8407840784078395,19.591959195919593
0.3877551020408163,3.76037603760376,7.93079307930793,19.7019701970197
0.4081632653061224,3.64036403640364,8.150815081508151,19.851985198519852
0.42857142857142855,3.5603560356035606,8.15081508150815,19.921992199219922
0.44897959183673464,3.46034603460346,8.330833083308331,20.052005200520053
0.4693877551020408,3.3903390339033903,8.380838083808381,20.132013201320134
0.4897959183673469,3.310331033103311,8.470847084708472,20.232023202320228
0.5102040816326531,3.2403240324032394,8.52085208520852,20.322032203220324
0.5306122448979591,3.1803180318031794,8.610861086108612,20.42204220422042
0.5510204081632653,3.1203120312031194,8.580858085808583,20.46204620462046
0.5714285714285714,3.0303030303030303,8.770877087708772,20.582058205820584
0.5918367346938775,3.0003000300030003,8.780878087808784,20.642064206420642
0.6122448979591836,2.95029502950295,8.810881088108811,20.712071207120715
0.6326530612244897,2.89028902890289,8.87088708870887,20.78207820782078
0.6530612244897959,2.8502850285028503,8.930893089308933,20.87208720872087
0.673469387755102,2.8102810281028106,9.010901090109012,20.952095209520955
0.6938775510204082,2.7602760276027603,9.010901090109012,21.002100210021005
0.7142857142857142,2.74027402740274,8.940894089408943,21.02210221022102
0.7346938775510203,2.6702670267026702,9.14091409140914,21.132113211321133
0.7551020408163265,2.65026502650265,9.060906090609059,21.162116211621168
0.7755102040816326,2.6102610261026102,9.120912091209123,21.232123212321234
0.7959183673469387,2.5402540254025396,9.200920092009202,21.28212821282128
0.8163265306122448,2.5502550255025502,9.180918091809183,21.332133213321335
0.836734693877551,2.5102510251025096,9.25092509250925,21.402140214021408
0.8571428571428571,2.4802480248024796,9.270927092709272,21.46214621462146
0.8775510204081632,2.44024402440244,9.340934093409343,21.522152215221524
0.8979591836734693,2.4202420242024196,9.300930093009303,21.55215521552155
0.9183673469387754,2.4002400240024,9.350935093509353,21.602160216021606
0.9387755102040816,2.37023702370237,9.330933093309332,21.632163216321633
0.9591836734693877,2.34023402340234,9.35093509350935,21.67216721672167
0.9795918367346939,2.3302330233023296,9.370937093709372,21.722172217221722
1.0,2.31023102310231,9.43094309430943,21.782178217821784
